00:00,21050
00:01,21021
00:02,21135
00:03,21257
00:04,21116
00:05,21150
00:06,21366
00:07,21319
00:08,21229
00:09,21363
00:10,21296
00:11,21328
00:12,21431
00:13,21247
00:14,21297
00:15,21444
00:16,21429
00:17,21591
00:18,21497
00:19,21474
00:20,21789
00:21,21647
00:22,21701
00:23,21577
00:24,21689
00:25,21777
00:26,21673
00:27,21847
00:28,21769
00:29,21819
00:30,21806
00:31,22068
00:32,21897
00:33,21808
00:34,22009
00:35,21818
00:36,21972
00:37,21765
00:38,21838
00:39,21998
00:40,22059
00:41,22007
00:42,21983
00:43,21967
00:44,21852
00:45,21928
00:46,21953
00:47,22103
00:48,22029
00:49,21814
00:50,22017
00:51,21940
00:52,21903
00:53,22022
00:54,22054
00:55,22033
00:56,21843
00:57,21883
00:58,21932
00:59,21981
01:00,21818
01:01,21830
01:02,21718
01:03,21689
01:04,21869
01:05,21902
01:06,21736
01:07,21820
01:08,21731
01:09,21605
01:10,21679
01:11,21770
01:12,21584
01:13,21716
01:14,21268
01:15,21582
01:16,21478
01:17,21409
01:18,21416
01:19,21176
01:20,21320
01:21,21345
01:22,21424
01:23,21190
01:24,21127
01:25,21124
01:26,21231
01:27,21138
01:28,21017
01:29,21087
01:30,21010
01:31,21062
01:32,20860
01:33,20863
01:34,20822
01:35,20680
01:36,20822
01:37,20785
01:38,20725
01:39,20668
01:40,20517
01:41,20584
01:42,20560
01:43,20482
01:44,20515
01:45,20541
01:46,20659
01:47,20459
01:48,20439
01:49,20378
01:50,20166
01:51,20329
01:52,20312
01:53,20528
01:54,20239
01:55,20265
01:56,20210
01:57,20075
01:58,20286
01:59,20228
02:00,20214
02:01,20028
02:02,20243
02:03,19948
02:04,20133
02:05,20281
02:06,19952
02:07,19984
02:08,20042
02:09,19973
02:10,19862
02:11,20019
02:12,19902
02:13,20052
02:14,19911
02:15,20158
02:16,19925
02:17,19973
02:18,20090
02:19,19890
02:20,20041
02:21,20156
02:22,19872
02:23,20061
02:24,20079
02:25,20142
02:26,19953
02:27,19959
02:28,20158
02:29,20151
02:30,20164
02:31,20192
02:32,20108
02:33,20220
02:34,20247
02:35,20168
02:36,20450
02:37,20334
02:38,20193
02:39,20403
02:40,20267
02:41,20471
02:42,20536
02:43,20367
02:44,20575
02:45,20550
02:46,20622
02:47,20761
02:48,20579
02:49,20560
02:50,20580
02:51,20620
02:52,20728
02:53,20804
02:54,20832
02:55,20922
02:56,20875
02:57,21055
02:58,20918
02:59,21252
03:00,21078
03:01,20965
03:02,20979
03:03,21170
03:04,21135
03:05,21264
03:06,21275
03:07,21255
03:08,21212
03:09,21179
03:10,21320
03:11,21483
03:12,21452
03:13,21339
03:14,21512
03:15,21565
03:16,21469
03:17,21603
03:18,21623
03:19,21532
03:20,21710
03:21,21758
03:22,21837
03:23,21860
03:24,21642
03:25,21710
03:26,21878
03:27,21901
03:28,21922
03:29,22276
03:30,21968
03:31,22042
03:32,22042
03:33,22028
03:34,21946
03:35,22068
03:36,21928
03:37,21994
03:38,21980
03:39,22046
03:40,22278
03:41,21867
03:42,22129
03:43,21904
03:44,22022
03:45,22181
03:46,22080
03:47,21967
03:48,22002
03:49,22140
03:50,21996
03:51,22087
03:52,22065
03:53,21989
03:54,22261
03:55,22101
03:56,21826
03:57,22037
03:58,21940
03:59,22079
04:00,21901
04:01,21954
04:02,22001
04:03,22020
04:04,21796
04:05,21865
04:06,21832
04:07,21794
04:08,22015
04:09,21858
04:10,21669
04:11,21865
04:12,21962
04:13,21829
04:14,21549
04:15,21627
04:16,21777
04:17,21553
04:18,21642
04:19,21648
04:20,21451
04:21,21510
04:22,21164
04:23,21358
04:24,21407
04:25,21279
04:26,21539
04:27,21205
04:28,21275
04:29,21304
04:30,21407
04:31,21091
04:32,21323
04:33,21181
04:34,21054
04:35,21171
04:36,21118
04:37,21012
04:38,21054
04:39,20983
04:40,21008
04:41,21039
04:42,21108
04:43,20802
04:44,21117
04:45,20687
04:46,20847
04:47,20901
04:48,20851
04:49,20743
04:50,20767
04:51,20723
04:52,20698
04:53,20828
04:54,20765
04:55,20648
04:56,20797
04:57,20728
04:58,20770
04:59,20744
05:00,20592
05:01,20615
05:02,20742
05:03,20726
05:04,20662
05:05,20676
05:06,20794
05:07,20610
05:08,20729
05:09,20660
05:10,20665
05:11,20806
05:12,20789
05:13,20799
05:14,20861
05:15,20747
05:16,20829
05:17,20747
05:18,20829
05:19,20804
05:20,20849
05:21,20921
05:22,20805
05:23,21121
05:24,20839
05:25,20847
05:26,21114
05:27,21109
05:28,21125
05:29,21159
05:30,21130
05:31,21078
05:32,21213
05:33,21177
05:34,21383
05:35,21312
05:36,21286
05:37,21381
05:38,21499
05:39,21447
05:40,21468
05:41,21622
05:42,21671
05:43,21646
05:44,21700
05:45,21822
05:46,21706
05:47,21763
05:48,21886
05:49,21991
05:50,22098
05:51,22271
05:52,22265
05:53,22220
05:54,22291
05:55,22251
05:56,22407
05:57,22439
05:58,22559
05:59,22503
06:00,22696
06:01,22857
06:02,22752
06:03,22863
06:04,22951
06:05,22902
06:06,23024
06:07,23062
06:08,23129
06:09,23101
06:10,23240
06:11,23346
06:12,23499
06:13,23507
06:14,23684
06:15,23449
06:16,23669
06:17,23656
06:18,23911
06:19,23666
06:20,23716
